JHS_AVE,171_SHS,172_SHS,181_SHS,182_SHS,191_UNTS,191_GPA,192_UNTS,192_GPA,201_UNTS,201_GPA,202_UNTS,202_GPA,COLL_GPA_AVERAGE,SHS_GPA_AVERAGE,UNITS_AVERAGE,SEX,AGE,IS_PROVINCE,IS_LIVING_WITH_FAMILY,IS_BOARDING,JHS_TYPE,IS_SCHOLAR,PARENTS_MONTHLY_INCOME,FATHER_EDUC_BACKGROUND,MOTHER_EDUC_BACKGROUND,IS_GRADUATE
2,1.6,1.8,1.6,1.5,32,1.7,29,1.8,27,2,27,1.7,1.8,1.6,28.8,M,19,0,1,0,G,1,3,4,3,Completed
2,2,1.8,2,1.9,32,1.7,29,1.7,26,1.8,27,1.7,1.7,1.9,28.5,M,19,1,0,1,P,1,4,4,4,Completed
2.3,2.2,2.2,2,2,29,1.9,23,5,26,2.4,0,5,3.6,2.1,19.5,F,20,1,1,0,G,1,2,4,4,Not Completed
1.7,1.8,1.8,1.8,1.8,29,2,0,5,9,5,0,5,4.3,1.8,9.5,F,18,1,0,1,G,0,3,4,4,Not Completed
1.9,1.4,1.6,1.6,1.6,26,1.8,26,1.9,26,1.9,6,1.7,1.8,1.6,21,F,18,0,1,0,G,1,3,4,4,Completed
1.9,1.6,1.8,1.6,1.5,26,1.8,26,1.9,26,1.8,6,1.7,1.8,1.6,21,M,18,0,1,0,G,1,2,4,4,Completed
2.2,1.7,2,1.8,1.8,29,2,29,1.8,29,1.9,27,2,1.9,1.8,28.5,F,17,0,1,0,P,1,3,4,3,Completed
2,1.6,1.8,2,1.8,29,2,29,1.8,29,1.9,27,2,1.9,1.8,28.5,F,19,0,1,0,G,1,4,4,4,Completed
1.8,1.8,2,2,1.8,29,1.6,29,1.8,29,1.7,27,1.7,1.7,1.9,28.5,F,18,1,0,1,G,1,4,4,4,Completed
2.2,1.8,1.8,2,2,25,2.2,24,2.5,26,2.4,25,2.6,2.4,1.9,25,M,17,0,1,0,G,1,4,4,4,Completed
1.8,1.8,1.8,1.8,1.8,26,1.9,25,2,27,2.3,28,2.9,2.3,1.8,26.5,F,18,1,1,0,P,0,3,4,3,Completed
1.8,1.6,1.8,1.6,1.6,26,1.9,26,1.9,26,2.1,6,1.8,1.9,1.7,21,F,19,0,1,0,G,1,4,3,2,Completed
1.4,1.6,1.6,1.6,1.4,30,2.8,26,2.5,30,2.1,32,2.5,2.5,1.6,29.5,F,18,1,1,0,P,1,4,4,3,Completed
2.2,1.8,2,2,1.7,22,1.9,19,2.1,24,2.5,23,1.9,2.1,1.9,22,M,18,1,1,0,G,1,3,4,4,Completed
2.4,2,2.4,2,2.2,32,1.9,20,2.1,21,1.8,21,1.7,1.9,2.2,23.5,F,17,0,1,0,G,1,3,4,3,Completed
1.8,1.8,2,1.6,1.8,26,2,26,1.7,26,1.9,23,1.9,1.9,1.8,25.3,F,18,1,0,1,G,0,4,4,3,Not Completed
2.2,2.2,2,1.6,1.5,22,1.8,24,2,26,2.1,25,1.9,2,1.8,24.3,F,18,0,1,0,P,1,4,4,4,Completed
2.2,2.4,2.2,2.4,2,29,2,29,1.7,29,1.9,27,2,1.9,2.3,28.5,M,18,0,1,0,G,0,4,4,2,Not Completed
1.6,1.6,1.6,1.6,1.6,32,1.7,29,1.5,29,1.8,27,1.8,1.7,1.6,29.3,F,18,0,1,0,G,1,4,3,2,Completed
2.6,2.4,2.1,2.4,2,32,1.5,29,1.5,29,1.6,27,1.6,1.6,2.2,29.3,M,18,0,1,0,G,1,2,4,4,Completed
1.7,1.6,1.6,1.4,1.3,26,1.8,26,1.7,28,1.9,26,2,1.9,1.5,26.5,F,17,0,1,0,P,1,4,4,3,Completed
1.8,1.6,1.6,1.6,1.6,29,2,29,2.1,23,2.5,20,2.2,2.2,1.6,25.3,F,18,1,1,0,P,0,4,4,4,Completed
2.4,2.3,2.4,2.2,2,25,3.4,19,5,0,5,0,5,4.6,2.2,11,M,18,1,0,1,G,0,4,4,3,Not Completed
1.6,1.4,1.4,1.2,1.4,29,2.6,29,2.6,23,3.2,20,2.6,2.8,1.4,25.3,F,18,0,1,0,G,0,3,2,2,Not Completed
1.8,1.6,1.8,1.6,1.4,29,2.2,29,2.2,23,2.5,20,2.5,2.4,1.6,25.3,F,18,1,1,0,G,1,4,4,3,Completed
1.6,1.8,1.8,1.8,1.8,26,2.1,23,2.3,26,1.9,28,2.1,2.1,1.8,25.8,M,17,0,1,0,G,1,3,4,4,Completed
2,2,2,2,1.8,26,2.7,22,5,0,5,0,5,4.4,2,12,F,18,1,0,1,P,0,4,2,2,Not Completed
2.3,2,2,2,1.8,26,1.9,26,2,23,2,21,2.6,2.1,2,24,M,18,0,1,0,P,0,3,4,3,Not Completed
1.9,1.7,1.8,1.8,1.6,29,1.8,29,1.7,23,1.8,17,2.1,1.9,1.7,24.5,F,18,0,1,0,P,1,4,4,4,Completed
1.8,1.6,1.6,1.6,1.7,26,2,26,2.1,23,2.2,23,2,2.1,1.6,24.5,F,17,0,1,0,P,1,3,4,4,Completed
2.2,2,1.8,2,1.8,25,2.6,30,2.4,26,2.3,24,2.3,2.4,1.9,26.3,M,17,0,1,0,G,1,4,4,3,Completed
1.6,1.4,1.6,1.4,1.2,29,2.1,29,2.5,20,2.5,20,2.9,2.5,1.4,24.5,F,18,0,1,0,P,0,4,2,2,Completed
2.5,1.8,1.8,2,1.8,26,2,28,2.2,29,2.1,27,1.8,2,1.9,27.5,F,18,0,1,0,G,1,3,2,2,Completed
2,1.8,1.8,1.7,1.6,26,2,28,2,29,1.9,27,1.7,1.9,1.7,27.5,F,18,0,1,0,G,1,4,4,4,Completed
2.3,2,2,2.2,1.7,26,2.1,28,2.1,29,2,27,1.7,2,2,27.5,M,18,0,1,0,P,1,3,4,4,Completed
2.4,2,2,2,1.8,29,2,29,2.2,23,2.1,0,5,2.8,2,20.3,F,18,0,1,0,P,0,2,4,3,Not Completed
1.4,1.4,1.6,1.4,1.4,25,2.1,24,2.4,26,2.3,25,2.6,2.4,1.5,25,F,18,1,1,0,P,1,2,3,2,Completed
1.8,1.8,1.6,1.6,1.6,29,2.1,29,2.4,23,2.6,20,2.7,2.5,1.7,25.3,F,17,1,1,0,G,1,2,4,3,Completed
2.1,1.8,1.8,1.8,1.8,17,1.6,20,2,26,2,6,5,2.7,1.8,17.3,M,18,0,1,0,G,1,3,4,3,Not Completed
2.1,2.2,2.2,2,1.6,17,2.1,20,2.4,0,5,0,5,3.6,2,9.3,M,18,0,1,0,P,1,3,4,2,Not Completed
1.8,1.8,1.8,1.6,1.6,29,1.7,30,1.7,30,1.8,26,2.4,1.9,1.7,28.8,F,18,0,1,0,G,1,2,4,3,Completed
1.8,1.4,1.6,1.8,1.8,30,2.1,29,2.2,33,2.2,32,2,2.1,1.7,31,M,17,1,0,1,P,0,2,3,2,Completed
2.3,2.2,2.2,2,1.8,26,2.2,26,2.1,23,1.9,23,2,2.1,2.1,24.5,M,18,0,1,0,G,1,3,2,2,Completed
1.6,1.6,1.6,1.8,1.6,26,2.3,26,2,0,5,0,5,3.6,1.7,13,M,19,0,1,0,G,1,3,4,3,Not Completed
2.1,2,1.8,2,1.6,30,2.1,29,2.2,33,2.1,32,2.2,2.2,1.9,31,M,17,0,1,0,P,1,2,3,2,Completed
2.4,2.4,2.6,2.4,2.2,17,1.8,20,1.7,26,2.1,15,5,2.7,2.4,19.5,M,19,0,1,0,P,0,3,4,4,Not Completed
1.3,1.4,1.4,1.4,1.4,29,1.8,29,1.8,29,2,27,1.7,1.8,1.4,28.5,F,19,1,0,1,P,0,3,4,4,Completed
1.8,1.6,2,1.8,2,29,2.4,0,5,0,5,0,5,4.4,1.9,7.3,M,19,0,1,0,P,0,4,4,4,Not Completed
1.7,1.6,1.6,1.6,1.4,26,2.6,0,5,0,5,0,5,4.4,1.6,6.5,F,18,0,1,0,G,1,2,3,2,Not Completed
2,2,2,2,2,29,2,29,2.4,23,2.2,20,2.4,2.3,2,25.3,M,18,0,1,0,G,1,3,4,3,Not Completed
2.4,2.4,2.4,2.2,2,26,1.9,26,1.9,24,1.9,6,1.7,1.9,2.3,20.5,F,20,1,1,0,G,1,4,4,3,Completed
2.2,2,2,2.2,1.8,29,2.2,29,3,17,5,21,5,3.8,2,24,F,17,0,1,0,G,1,2,4,2,Not Completed
1.8,1.7,2,1.8,1.8,29,3.4,26,5,26,5,0,5,4.6,1.8,20.3,M,17,1,1,0,P,0,2,4,3,Not Completed
2.3,1.4,1.6,1.6,1.6,26,1.6,25,1.6,22,1.8,22,1.7,1.7,1.6,23.8,F,19,0,1,0,P,1,2,4,4,Completed
2.2,2,2.2,1.8,2,29,2.4,26,1.8,29,2.6,21,2.3,2.3,2,26.3,M,18,1,0,1,G,1,3,4,4,Completed
1.8,1.6,1.6,1.6,1.4,29,2,29,2.1,29,2,27,2.3,2.1,1.6,28.5,M,17,1,1,0,P,1,4,4,3,Completed
2.4,2.4,2.6,2.2,2.2,26,3.7,21,3.6,24,5,20,2.3,3.7,2.4,22.8,M,19,1,1,0,G,1,3,4,2,Not Completed
2.2,2.2,2,2,1.8,30,2.1,29,2.2,33,2.4,32,2.1,2.2,2,31,F,18,0,1,0,G,1,3,2,2,Completed
1.4,1.4,1.4,1.4,1.2,26,2.1,26,1.9,26,2.4,23,2.1,2.1,1.4,25.3,F,19,1,0,1,G,1,2,4,2,Completed
2.5,2,2.2,1.8,2,26,2,26,1.8,26,1.9,23,1.9,1.9,2,25.3,M,20,0,1,0,G,0,3,2,2,Not Completed
1.5,1.6,1.6,1.8,1.6,26,2.1,26,2,26,1.9,23,2.1,2,1.7,25.3,F,18,0,1,0,G,1,3,4,3,Completed
1.8,2.2,2.2,2.2,1.8,26,2.1,26,1.9,26,1.9,23,1.8,1.9,2.1,25.3,M,18,1,1,0,G,0,2,4,3,Not Completed
2.4,2.4,2.6,2.5,2.4,29,1.9,29,2,26,1.9,23,2.1,2,2.5,26.8,M,18,0,1,0,G,1,4,4,3,Completed
2.2,2,2.2,2,1.8,29,2.1,29,1.7,29,2.1,27,2.1,2,2,28.5,F,18,1,1,0,G,1,4,4,4,Not Completed
2.2,2,2,1.6,1.6,26,1.8,25,1.9,22,2.3,20,2.2,2.1,1.8,23.3,F,18,1,0,1,G,0,4,4,4,Completed
1.7,2.1,2.2,2.2,1.6,23,3.1,26,1.9,22,2.3,20,2.2,2.4,2,22.8,M,17,1,1,0,P,0,4,4,3,Completed
2.3,1.6,1.6,1.8,1.6,20,1.8,26,2.1,26,2,23,2.4,2.1,1.7,23.8,F,18,0,1,0,P,0,4,4,4,Not Completed
2.5,2.4,1.8,2.4,2,26,1.9,26,2,26,5,6,5,3.5,2.2,21,M,18,1,1,0,G,1,4,4,2,Not Completed
2.3,2,2.2,2.2,2.2,30,2.1,29,2.4,22,2.3,20,2.2,2.3,2.2,25.3,M,17,0,1,0,P,1,4,4,4,Completed
2.2,1.8,2,1.8,1.6,30,2.2,29,2.5,26,2.3,26,2,2.3,1.8,27.8,F,17,0,1,0,G,1,3,2,2,Completed
1.5,1.4,1.6,2,2.2,29,1.8,29,1.7,29,2,21,2.2,1.9,1.8,27,F,18,1,0,1,G,0,2,2,2,Completed
1.9,1.8,2.2,2,2,29,1.8,29,1.5,26,2,25,2.2,1.9,2,27.3,M,18,1,0,1,P,1,4,4,3,Completed
2.3,2.4,2.4,2.4,2,25,2.2,24,2.2,24,2,25,2,2.1,2.3,24.5,F,17,1,1,0,G,1,2,4,3,Not Completed
2.1,1.6,1.6,1.6,1.6,25,2.2,22,2.3,26,2.1,25,2.5,2.3,1.6,24.5,M,18,0,1,0,P,1,4,4,4,Completed
1.9,1.6,1.6,1.8,1.7,17,1.7,20,2.2,26,1.9,6,2.5,2.1,1.7,17.3,M,18,1,1,0,G,1,2,4,2,Completed
1.8,1.4,1.6,1.4,1.4,27,1.6,24,1.6,27,1.8,25,1.7,1.7,1.5,25.8,F,18,1,1,0,G,1,4,3,2,Completed
2.2,1.8,2,2.2,1.8,21,2,26,1.9,23,1.8,23,2,1.9,2,23.3,F,23,0,1,0,G,1,3,4,4,Completed
2.1,1.8,2,1.8,1.8,30,2.3,29,2.4,33,2.7,32,2.3,2.4,1.9,31,M,18,0,1,0,P,1,4,4,4,Completed
1.8,1.4,1.4,1.4,1.4,30,1.7,29,2,27,2,32,1.8,1.9,1.4,29.5,F,17,0,1,0,G,1,2,4,3,Completed
2.1,2,2,2,2.1,30,2.2,29,2.2,33,2.3,32,2.2,2.2,2,31,M,18,0,1,0,G,0,4,4,3,Completed
1.7,2.2,2.6,2.2,1.8,30,5,0,5,0,5,0,5,5,2.2,7.5,F,18,0,1,0,G,1,3,4,3,Not Completed
2.2,2.2,2.2,2.2,2.2,30,1.9,29,2,33,2.2,32,2,2,2.2,31,M,19,1,1,0,G,1,3,4,3,Completed
1.6,1.4,1.6,1.6,1.4,32,1.6,29,1.6,29,1.7,27,1.6,1.6,1.5,29.3,M,18,0,1,0,P,1,2,4,2,Completed
1.6,1.4,1.4,1.4,1.2,29,2,29,2,23,2,20,2,2,1.4,25.3,F,18,1,0,1,G,0,2,2,2,Completed
1.7,1.8,2.6,2.2,1.8,30,2.2,29,2.2,33,2.5,32,2.2,2.3,2.1,31,F,18,1,1,0,G,1,2,4,2,Completed
1.8,2,2.2,2,1.6,26,1.5,25,1.8,22,2,22,2,1.8,2,23.8,F,17,0,1,0,G,1,3,4,4,Completed
2.1,1.8,1.8,1.6,1.6,25,1.6,24,1.6,26,1.3,25,1.4,1.5,1.7,25,F,17,0,1,0,P,1,4,4,3,Completed
2.1,1.6,1.6,1.6,1.6,23,1.8,26,2.1,23,1.9,23,2,2,1.6,23.8,F,17,0,1,0,G,1,3,4,4,Completed
1.6,1.4,1.4,1.4,1.4,30,2.5,26,3.1,24,1.9,18,3,2.6,1.4,24.5,F,18,1,1,0,G,1,2,4,3,Completed
2.1,1.8,1.6,1.6,1.6,30,2.2,29,2.1,33,2.6,32,2.2,2.3,1.7,31,M,18,1,1,0,P,1,3,3,2,Not Completed
2.2,2.2,2.4,2.4,1.8,29,2,29,2.1,23,2,20,2.3,2.1,2.2,25.3,M,19,0,1,0,G,0,3,4,2,Completed
2.2,2.2,2.2,2,2.2,26,2,29,2.1,29,2.1,29,2.1,2.1,2.2,28.3,F,19,1,1,0,G,0,4,3,2,Completed
1.8,2,1.8,2,1.8,26,2,26,2.2,26,2.2,6,2.1,2.1,1.9,21,M,18,0,1,0,G,0,2,4,4,Completed
1.6,1.2,1.4,1.4,1.4,29,2.4,26,1.9,26,2.5,27,2.6,2.4,1.4,27,F,17,0,1,0,G,1,2,4,4,Completed
2,1.8,1.8,1.8,1.4,29,2.1,29,2,23,1.7,20,2.1,2,1.7,25.3,F,18,0,1,,P,1,4,4,2,Not Completed
2,1.8,1.8,1.8,1.4,25,2,24,2.2,26,2.3,25,2.1,2.2,1.7,25,F,17,1,1,0,G,1,3,4,4,Completed
1.4,1.5,1.4,1.4,1.2,17,1.6,20,2,24,1.9,6,2.1,1.9,1.4,16.8,F,17,1,0,1,G,1,2,4,3,Completed
1.7,1.7,1.8,1.8,1.6,17,1.9,20,2.3,24,2.1,6,5,2.8,1.7,16.8,M,21,1,1,0,P,0,2,4,4,Not Completed
2.4,2.2,2.4,2.2,1.6,25,1.9,24,2.1,26,2.5,23,2,2.1,2.1,24.5,M,20,0,1,0,G,1,4,4,3,Not Completed
2.1,1.6,1.6,1.6,1.6,29,2,29,2.4,20,2.5,20,2.5,2.4,1.6,24.5,F,18,0,1,0,P,1,4,4,4,Completed
1.4,1.6,2.2,2,2,29,2,29,1.8,29,2.1,25,1.8,1.9,2,28,F,17,0,0,1,G,0,3,2,2,Not Completed
1.7,1.8,1.8,1.6,1.6,32,1.8,29,1.9,29,1.8,26,1.7,1.8,1.7,29,F,17,0,0,1,G,0,4,3,2,Not Completed
2.5,2,2.2,2.2,2.4,26,1.9,26,2,28,2.2,26,2.3,2.1,2.2,26.5,M,19,0,1,0,G,1,2,4,4,Completed
1.8,1.8,2,1.8,1.6,27,2.3,21,2.5,26,2.2,25,2.3,2.3,1.8,24.8,F,21,1,1,0,P,0,3,4,2,Completed
2.4,2.4,2.4,2.4,2,26,3.1,21,2.7,23,2.2,14,2.3,2.6,2.3,21,M,18,0,1,0,P,0,2,4,4,Completed
2.2,2,2,2,1.8,30,2.3,29,2.3,33,2.5,32,2.8,2.5,2,31,F,17,1,1,0,G,1,4,4,3,Completed
2.2,2,2,2,1.6,24,1.8,29,2.3,26,1.6,26,1.9,1.9,1.9,26.3,F,17,0,1,0,G,1,2,4,4,Completed
1.6,1.6,1.6,1.8,1.8,32,2,26,1.9,29,2,27,5,2.7,1.7,28.5,F,18,0,1,0,G,1,4,4,2,Not Completed
1.8,1.6,1.8,1.8,1.6,25,2.1,24,2,24,1.8,25,1.9,2,1.7,24.5,F,17,1,1,0,G,1,4,4,2,Completed
2.1,1.6,1.6,1.6,1.4,25,1.9,24,2,26,1.8,25,1.9,1.9,1.6,25,F,18,0,1,0,G,1,2,4,3,Completed
1.5,2.2,2.2,2,1.6,26,3,21,4,18,5,20,2.7,3.7,2,21.3,M,17,1,0,1,G,0,2,4,2,Not Completed
1.3,1.2,1.2,1.2,1.2,32,1.9,26,1.7,29,2.1,20,2.2,2,1.2,26.8,F,18,1,1,0,G,1,2,2,2,Not Completed
1.3,1.2,1.2,1.2,1.2,29,2.3,29,2.2,0,5,15,2.2,2.9,1.2,18.3,F,17,1,1,0,G,0,3,4,4,Not Completed
1.8,1.8,1.8,1.8,1.4,26,2.1,26,2.1,23,2,23,2.5,2.2,1.7,24.5,F,18,1,1,0,G,1,3,4,4,Not Completed
2,1.8,1.8,1.8,1.6,26,2,26,1.9,28,2.1,26,2.3,2.1,1.8,26.5,F,18,1,1,0,G,1,3,4,4,Completed
2.1,2,1.9,1.8,2,29,1.8,29,2,23,1.6,20,1.9,1.8,1.9,25.3,M,18,0,1,0,G,1,3,4,2,Completed
2.1,2.4,2.4,2,1.9,29,2.6,24,5,0,5,0,5,4.4,2.2,13.3,F,18,0,1,0,G,0,4,4,4,Not Completed
1.8,1.8,1.8,1.8,1.8,26,2.1,29,1.9,29,2,29,2.1,2,1.8,28.3,F,19,1,1,0,G,0,2,4,3,Completed
1.4,1.2,1.2,1.4,1.2,29,2,24,1.9,21,2.2,20,2.3,2.1,1.3,23.5,F,17,1,0,1,G,1,2,4,3,Completed
2.4,2,2,2,1.6,29,2.3,29,2.3,23,2.1,20,2.4,2.3,1.9,25.3,M,17,1,1,0,P,1,2,3,2,Not Completed
1.5,1.6,1.8,1.6,1.4,32,1.8,29,1.8,17,2.1,23,2.1,2,1.6,25.3,F,17,0,0,1,G,1,4,4,2,Not Completed
2.2,1.8,1.8,2,1.8,26,2.8,23,2.9,23,5,0,5,3.9,1.9,18,M,17,0,1,0,P,1,2,4,3,Not Completed
2,1.8,1.8,1.8,1.8,26,3,23,2.8,23,3.6,26,2.9,3.1,1.8,24.5,F,18,0,1,0,G,1,3,4,2,Not Completed
2.5,2.2,2.2,2.2,2,25,2.2,24,2.9,26,3.1,23,5,3.3,2.2,24.5,F,18,1,1,0,P,1,3,3,2,Not Completed
1.7,1.6,1.8,1.6,1.6,25,2.1,24,2.4,26,2.7,25,2.3,2.4,1.7,25,F,18,1,0,1,G,1,2,4,3,Not Completed
2.2,2,2.2,2,1.8,25,2.2,24,3,24,2.2,24,2.9,2.6,2,24.3,F,17,0,1,0,G,0,3,3,2,Not Completed
1.6,1.6,1.6,1.8,1.4,30,2,29,2.2,33,2.1,32,2,2.1,1.6,31,M,19,1,0,1,P,1,3,4,3,Completed
1.9,1.6,1.6,1.4,1.6,26,2.3,23,2.1,25,3,28,2.6,2.5,1.6,25.5,F,19,0,1,0,G,0,4,4,3,Completed
1.6,1.7,1.6,1.4,1.4,26,2,26,2.3,28,2.9,26,2.6,2.5,1.5,26.5,M,18,1,0,1,G,0,4,3,2,Completed
1.8,2.2,2.2,2.4,1.8,29,2.3,26,2.5,23,5,0,5,3.7,2.2,19.5,M,18,1,0,1,P,0,3,4,4,Not Completed
2.2,1.8,1.8,1.8,1.6,26,5,0,5,0,5,0,5,5,1.8,6.5,F,17,1,1,0,G,1,4,4,4,Not Completed
2.2,1.8,1.8,1.8,1.8,23,1.4,26,1.3,23,1.5,23,1.6,1.5,1.8,23.8,M,18,0,1,0,P,1,3,4,3,Completed
2.1,2.2,2.2,2.2,2.2,29,2,29,2,29,2,27,2,2,2.2,28.5,M,19,0,1,0,G,0,4,4,4,Completed
1.3,1.2,1.2,1.4,1.2,29,2,29,2,29,1.7,27,2,1.9,1.3,28.5,F,18,1,0,1,G,1,3,2,2,Completed
2,2.4,2.2,1.8,1.8,29,2,29,1.8,29,2.2,27,2.1,2,2.1,28.5,M,17,0,1,0,G,1,2,2,2,Not Completed
1.6,1.8,1.8,2.1,2,26,2.2,25,2.3,27,3.1,22,2.9,2.6,1.9,25,F,17,0,1,0,P,1,2,2,2,Not Completed
2.2,2,2.2,2,2.2,26,2,26,1.9,26,2.5,6,5,2.9,2.1,21,M,19,0,1,0,P,1,4,4,4,Not Completed
1.8,1.6,2,2,1.8,26,1.8,21,2,23,2,18,2.1,2,1.9,22,M,19,0,1,0,G,0,2,2,2,Not Completed
1.8,2.2,2,2.2,2,26,1.5,25,1.6,22,1.9,22,1.8,1.7,2.1,23.8,F,18,0,1,0,G,1,4,4,4,Completed
2.2,1.8,1.8,1.8,1.6,29,2.2,29,2.3,20,2.4,20,2.5,2.4,1.8,24.5,M,19,1,1,0,G,0,2,4,4,Completed
2.1,1.6,2,1.6,1.6,23,2.3,26,2.7,23,2.7,20,2.2,2.5,1.7,23,F,18,0,1,0,P,0,4,4,3,Not Completed
2.1,2,1.8,2,1.8,23,1.7,26,1.7,23,1.8,23,1.8,1.8,1.9,23.8,F,19,0,1,0,G,1,2,3,2,Completed
1.9,1.8,2,1.6,1.6,32,1.8,26,1.7,29,1.6,27,1.8,1.7,1.8,28.5,F,17,0,1,0,G,1,3,4,4,Completed
2,2.2,2.2,2.4,2,32,1.9,15,1.9,20,2,20,1.8,1.9,2.2,21.8,M,17,1,1,0,P,1,3,4,4,Completed
2,1.8,1.8,1.8,1.6,26,5,27,2.4,29,2.5,26,2.4,3.1,1.8,27,F,18,0,1,0,G,0,2,2,2,Not Completed
1.2,1.2,1.2,1.2,1.2,26,1.9,26,2.2,28,2.7,26,2.6,2.4,1.2,26.5,F,18,1,0,1,G,0,4,4,2,Not Completed
2.5,2.2,2.2,2.4,2.1,30,1.6,29,2,33,2,32,1.7,1.8,2.2,31,M,18,1,1,0,G,1,4,3,2,Completed
1.6,1.4,1.4,1.6,1.4,30,2.3,29,2.6,30,2.4,32,2.9,2.6,1.5,30.3,M,18,0,1,0,P,1,2,4,3,Not Completed
1.9,1.8,2,1.8,1.6,30,2.4,26,2.3,30,2.4,26,2.4,2.4,1.8,28,F,18,1,0,1,P,1,2,4,4,Completed
2.4,2,1.8,2,2,32,1.8,29,1.6,29,1.8,27,1.8,1.8,2,29.3,F,17,0,1,0,G,1,2,3,2,Completed
2.1,1.7,1.8,1.6,1.4,29,1.5,29,1.5,29,1.7,27,1.8,1.6,1.6,28.5,F,18,0,1,0,P,1,2,2,2,Completed
2.1,1.8,1.8,1.8,1.8,25,2,24,2.2,0,5,0,5,3.6,1.8,12.3,M,17,0,1,0,P,0,2,4,4,Not Completed
2.2,1.8,1.8,1.8,1.8,26,2.4,26,2.2,23,2,23,2.3,2.2,1.8,24.5,F,18,0,1,0,G,0,2,2,2,Not Completed
2.1,2.2,2,1.7,1.4,26,1.7,25,1.8,22,2.3,22,2.1,2,1.8,23.8,F,19,1,0,1,G,0,4,4,4,Completed
2.2,2.1,2.2,2.2,2.2,26,1.8,25,1.9,22,2.1,22,2.1,2,2.2,23.8,F,17,0,1,0,G,1,3,4,4,Completed
2.3,1.8,2.2,2.2,1.7,32,2.2,26,2.1,29,2.1,27,2.2,2.2,2,28.5,F,17,0,1,0,P,1,3,4,3,Completed
1.6,1.5,1.8,1.6,1.4,29,1.9,29,2.1,23,2.7,20,2.1,2.2,1.6,25.3,F,17,0,1,0,G,0,3,4,3,Completed
2.4,2.2,2.4,2.2,2,26,1.6,25,1.8,22,2.2,22,2,1.9,2.2,23.8,M,19,0,1,0,G,1,2,4,3,Completed
2,2,1.8,1.8,1.8,26,1.7,25,2,0,5,0,5,3.4,1.9,12.8,M,18,1,0,1,P,0,4,3,2,Not Completed
1.5,1.6,1.6,1.6,1.6,26,3,0,5,0,5,0,5,4.5,1.6,6.5,F,17,1,0,1,G,1,4,4,3,Not Completed
1.9,2.2,2.2,2.2,2,17,2,20,2.2,24,2.2,6,5,2.9,2.2,16.8,F,18,1,0,1,P,1,3,4,4,Not Completed
2,1.6,1.8,1.6,1.6,30,2.4,26,2.5,30,2.7,29,2.6,2.6,1.7,28.8,M,17,0,1,0,G,0,4,4,4,Not Completed
2.4,1.8,1.8,1.8,1.8,30,2.1,29,2,33,1.9,32,1.8,2,1.8,31,F,19,0,1,0,G,1,3,4,4,Completed
2.2,2.1,2.4,2.4,1.8,25,2.1,24,2.3,26,2,23,2.2,2.2,2.2,24.5,F,19,1,1,0,G,1,3,4,2,Not Completed
2.4,2,2.2,2.2,1.8,30,2.5,26,2.7,30,2.6,29,2.5,2.6,2.1,28.8,F,18,1,1,0,P,0,4,4,4,Completed
2.2,2.2,2.2,2,2,26,2.2,28,2.1,29,2,27,1.7,2,2.1,27.5,F,18,0,1,0,G,1,4,4,3,Completed
2,2,1.8,1.6,1.6,25,2.3,22,2.7,24,2.2,14,1.7,2.2,1.8,21.3,F,18,0,1,0,P,0,3,4,4,Completed
2.4,1.8,1.8,2,1.8,30,2.3,29,2.4,33,5,32,2.5,3.1,1.9,31,M,18,0,1,0,G,1,2,4,2,Not Completed
2,1.6,2,1.8,1.8,30,2.2,29,2.6,33,2.6,32,2.6,2.5,1.8,31,M,18,0,1,0,G,1,2,4,3,Completed
2,2,2,1.8,1.8,30,2.4,29,2.8,33,3,28,2.7,2.7,1.9,30,M,19,0,1,0,P,0,3,4,3,Completed
2,1.8,1.6,1.8,1.8,30,2.1,29,2.5,33,2.2,32,5,3,1.8,31,F,19,1,1,0,P,1,3,2,2,Not Completed
1.8,1.8,1.8,1.8,1.4,25,2.5,24,2.7,26,2.3,25,2.5,2.5,1.7,25,M,18,0,1,0,P,0,3,4,4,Completed
1.9,1.6,1.8,1.6,1.4,26,2.6,23,2.8,25,5,28,5,3.9,1.6,25.5,M,18,0,1,0,G,0,2,4,4,Not Completed
2.5,2,2,2.2,2,26,2.5,26,2.3,28,2.3,26,2.9,2.5,2.1,26.5,M,17,0,1,0,G,0,4,4,3,Completed
2.2,1.8,2,1.8,1.7,29,1.4,29,1.5,29,1.5,26,1.5,1.5,1.8,28.3,F,19,0,1,0,P,1,4,2,2,Completed
1.8,1.6,1.8,1.6,1.6,32,2.3,23,5,0,5,0,5,4.3,1.7,13.8,F,18,1,1,0,G,1,4,4,4,Not Completed
2.2,2.2,2.2,2,2,26,1.8,26,1.7,26,1.7,6,1.5,1.7,2.1,21,F,18,0,1,0,G,0,4,4,2,Completed
2,1.8,1.8,2,1.6,26,2.2,26,2.1,26,2.4,6,5,2.9,1.8,21,F,18,1,1,0,G,1,4,4,3,Not Completed
1.5,1.6,1.4,1.4,1.4,26,1.9,26,2.1,26,2.2,6,1.5,1.9,1.5,21,F,17,1,0,1,G,1,2,4,4,Completed
1.8,1.8,1.8,1.6,1.4,29,2.1,29,2.1,29,2.3,27,1.9,2.1,1.7,28.5,M,18,1,0,1,G,0,3,4,4,Not Completed
